ランキング,タイトル,総合得点(点),評価件数(件),お気に入り人数(人),評価,物語,作画,声優,音楽,キャラ,ジャンル,放送時期,制作会社,声優陣
685,To LOVEる -とらぶる-（TVアニメ動画）,75.1,1160,7528,3.6,3.4,3.6,3.8,3.5,3.9,TVアニメ動画,2008年春アニメ,www.j-toloveru.com/,
686,鬼灯の冷徹（TVアニメ動画）,75.1,1208,6475,3.8,3.7,3.7,3.8,3.6,3.9,TVアニメ動画,2014年冬アニメ,WIT STUDIO,安元洋貴、長嶝高士、平川大輔、小林由美子、後藤ヒロキ、松山鷹志、柿原徹也、青山桐子、種﨑敦美、喜多村英梨、上坂すみれ、遊佐浩二
687,無彩限のファントム・ワールド（TVアニメ動画）,75.1,1148,6340,3.6,3.2,3.9,3.6,3.5,3.6,TVアニメ動画,2016年冬アニメ,京都アニメーション,下野紘、上坂すみれ、早見沙織、内田真礼、田所あずさ、久野美咲、井上喜久子
688,ご注文はうさぎですか？？ （第2期）（TVアニメ動画）,75.1,1089,5563,3.9,3.7,4.0,4.0,3.9,4.1,TVアニメ動画,2015年秋アニメ,WHITE FOX,佐倉綾音、水瀬いのり、種田梨沙、佐藤聡美、内田真礼、徳井青空、村川梨衣、早見沙織、清川元夢、速水奨、茅野愛衣
689,機動戦艦ナデシコ（TVアニメ動画）,75.1,759,3634,3.8,3.8,3.6,3.8,3.8,4.0,TVアニメ動画,1996年秋アニメ,ジーベック,うえだゆうじ、桑島法子、伊藤健太郎、高野直子、岡本麻弥、南央美、飛田展男、関智一、小杉十郎太、小野健一、真殿光昭、一城みゆ希、田中信夫
690,こみっくがーるず（TVアニメ動画）,75.1,487,1850,3.7,3.6,3.8,3.7,3.5,3.8,TVアニメ動画,2018年春アニメ,Nexus,赤尾ひかる、本渡楓、大西沙織、高橋李依
691,斉木楠雄のΨ難 第2期（TVアニメ動画）,75.1,322,1780,3.8,3.8,3.6,3.9,3.5,4.0,TVアニメ動画,2018年冬アニメ,EGG FIRM / J.C.STAFF,神谷浩史、小野大輔、島﨑信長、日野聡、花江夏樹、茅野愛衣、田村ゆかり、内田真礼、細谷佳正、梶裕貴、喜多村英梨
692,となりの吸血鬼さん（TVアニメ動画）,75.2,443,1740,3.7,3.5,3.7,3.7,3.6,3.8,TVアニメ動画,2018年秋アニメ,Studio五組 /                                                             AXsiZ,富田美憂、篠原侑、Lynn、和氣あず未、日高里菜、内田彩
693,ガールズ＆パンツァー 最終章 第1話（アニメ映画）,75.1,214,1083,4.0,3.8,4.2,4.0,4.0,4.1,アニメ映画,2017年12月9日,アクタス,渕上舞、茅野愛衣、尾崎真実、中上育実、井口裕香、福圓美里、高橋美佳子、植田佳奈、菊地美香、吉岡麻耶、桐村まり、中村桜、仙台エリ、森谷里美、井上優佳、大橋歩夕、竹内仁美、中里望、小松未可子、多田このみ、山岡ゆり、秋奈、井澤詩織、山本希望、石原舞、金元寿子、喜多村英梨、葉山いくみ、倉田雅世、上坂すみれ、椎名へきる、明坂聡美、高森奈津美、川澄綾子、伊瀬茉莉也、平野綾、早見沙織、大地葉、ジェーニャ、小笠原早紀、佐藤奏美、田中理恵、生天目仁美、瀬戸麻沙美、米澤円、大空直美、七瀬亜深、能登麻美子、下地紫野、石上美帆、竹達彩奈、藤村歩、飯田友子、中原麻衣、原由実、津田美波、安済知佳、佐倉綾音、愛河里花子、冬馬由美、川原慶久
694,ハイキュー！！ TO THE TOP（TVアニメ動画）,75.1,193,933,3.8,3.8,3.7,3.8,3.7,3.9,TVアニメ動画,2020年冬アニメ,プロダクションI.G,村瀬歩、石川界人、日野聡、入野自由、林勇、細谷佳正、岡本信彦、内山昂輝、斉藤壮馬、増田俊樹、名塚佳織、諸星すみれ、神谷浩史、江川央生、花江夏樹、宮野真守
695,PSYCHO-PASS サイコパス Sinners of the System Case.3恩讐の彼方に（アニメ映画）,75.3,107,747,4.0,3.9,4.1,4.0,3.9,4.0,アニメ映画,2019年3月8日,プロダクションI.G,関智一、諸星すみれ、本田貴子、志村知幸、磯部勉、高木渉、鶴岡聡
696,プリンセスラバー！（TVアニメ動画）,75.0,1085,7559,3.5,3.4,3.6,3.6,3.3,3.7,TVアニメ動画,2009年夏アニメ,GoHands,寺島拓篤、柚木涼香、豊口めぐみ、加藤英美里、松岡由貴、三宅華也、水原薫、ささきのぞみ、若本規夫、子安武人、秋元羊介、白石稔
697,デート・ア・ライブII（TVアニメ動画）,75.0,1133,7529,3.6,3.4,3.6,3.7,3.6,3.8,TVアニメ動画,2014年春アニメ,プロダクションアイムズ,島﨑信長、井上麻里奈、富樫美鈴、竹達彩奈、野水伊織、真田アサミ、内田真礼、ブリドカットセーラ恵美、茅原実里、遠藤綾、子安武人、味里、佐土原かおり、勝杏里、伊藤静、置鮎龍太郎、藏合紗恵子、佐藤奏美、小笠原早紀、中西としはる、甲斐田裕子、中田譲治
698,よんでますよ、アザゼルさん。（TVアニメ動画）,75.0,1248,6676,3.7,3.7,3.5,4.0,3.4,4.0,TVアニメ動画,2011年春アニメ,プロダクションI.G,小野坂昌也、佐藤利奈、浪川大輔、神谷浩史、中井和哉、小林ゆう、白石涼子、玄田哲章
699,もっと To LOVEる-とらぶる-[第2期]（TVアニメ動画）,75.0,922,6265,3.8,3.6,3.8,3.9,3.6,4.1,TVアニメ動画,2010年秋アニメ,,
700,ユーリ！！！ on ICE（TVアニメ動画）,75.0,707,2790,3.9,3.8,4.1,3.9,4.0,3.9,TVアニメ動画,2016年秋アニメ,MAPPA,豊永利行、諏訪部順一、内山昂輝、細谷佳正、本城雄太郎、安元洋貴、宮野真守、小野賢章、前野智昭、村瀬歩、野島健児、福山潤、日野聡、羽多野渉、土岐隼一
701,続・終物語（アニメ映画）,75.0,269,1543,3.8,3.6,4.0,4.0,3.6,3.9,アニメ映画,2018年11月10日,シャフト,神谷浩史、斎藤千和、加藤英美里、沢城みゆき、花澤香菜、堀江由衣、喜多村英梨、井口裕香、早見沙織、井上麻里奈
702,マスターキートン（TVアニメ動画）,75.0,244,1484,3.9,4.2,3.7,3.8,3.7,4.0,TVアニメ動画,1998年秋アニメ,マッドハウス,井上倫宏、桑島法子、永井一郎、菅原正志、辻親八、キートン山田
703,ご注文はうさぎですか？ BLOOM（TVアニメ動画）,74.9,250,895,3.9,3.7,3.9,4.0,3.8,4.1,TVアニメ動画,2020年秋アニメ,エンカレッジフィルムズ,佐倉綾音、水瀬いのり、種田梨沙、佐藤聡美、内田真礼、徳井青空、村川梨衣、早見沙織、木村珠莉、清川元夢、速水奨
704,COCOLORS（アニメ映画）,75.0,11,58,4.1,4.1,4.5,4.0,4.1,4.1,アニメ映画,2017年2月17日,神風動画,高田憂希、秦佐和子、岩中睦樹、市来光弘、桑原由気、高井舞香
705,異能バトルは日常系のなかで（TVアニメ動画）,74.9,1310,8092,3.6,3.4,3.7,3.7,3.5,3.7,TVアニメ動画,2014年秋アニメ,トリガー,岡本信彦、山崎はるか、早見沙織、種田梨沙、山下七海、寺島拓篤、福原香織、細谷佳正、名塚佳織、加藤英美里、諸星すみれ、浅野真澄、藤村歩、井口祐一、芹澤優、竹内良太、高木美佑、村川梨衣、原紗友里
706,鋼殻のレギオス（TVアニメ動画）,74.9,984,7221,3.6,3.6,3.5,3.6,3.5,3.7,TVアニメ動画,2009年冬アニメ,ZEXCS,岡本信彦、高垣彩陽、中原麻衣、谷山紀章、子安武人、阪口大助、高橋美佳子、大亀あすか、仙台エリ、緒乃冬華、飯島肇、小清水亜美、鳥海浩輔、鹿野優以、諏訪部順一、桐井大介、渡辺明乃
707,蒼穹のファフナー（TVアニメ動画）,74.9,985,5680,3.8,3.9,3.6,3.6,4.0,3.8,TVアニメ動画,2004年夏アニメ,ジーベック,石井真、松本まりか、喜安浩平、松来未祐、入野自由、新井里美、斎賀みつき、白石稔、仲西環、小林沙苗、堀秀行、田中正彦、中田譲治、葛城七穂、河相智哉、小山力也、石川静、高瀬右光、玉川砂記子、ゆかな、篠原恵美、沢海陽子
708,楽園追放 -Expelled from Paradise-（アニメ映画）,74.9,825,4442,4.0,3.9,4.2,4.0,3.8,4.0,アニメ映画,2014年11月15日,,
709,金色のガッシュベル！！（TVアニメ動画）,74.9,514,3267,3.8,4.0,3.5,3.8,3.8,4.0,TVアニメ動画,2003年春アニメ,東映アニメーション,櫻井孝宏、大谷育江、秋谷智子、前田愛、釘宮理恵、折笠富美子、小嶋一成、高橋広樹、菊池正美、こおろぎさとみ、置鮎龍太郎、山崎和佳奈、山田きのこ、桑島法子
710,タッチ（TVアニメ動画）,74.9,350,2049,3.8,4.0,3.4,3.8,3.8,3.9,TVアニメ動画,1985年春アニメ,グループ・タック,三ツ矢雄二、難波圭一、日髙のり子、林家正蔵、銀河万丈、千葉繁、小宮和枝、増岡弘、塩沢兼人、鶴ひろみ、中尾隆聖、井上和彦、冨永みーな、田中秀幸
711,剣風伝奇ベルセルク-BERSERK-（TVアニメ動画）,74.9,338,1601,3.9,4.1,3.7,3.8,3.7,4.1,TVアニメ動画,1997年秋アニメ,ja.wikipedia.org/wiki/%E3%83%99%E3%83%AB%E3%82%BB%E3%83%AB%E3%82%AF_%28%E6%BC...,
712,ルパン三世 (TV第1シリーズ)（TVアニメ動画）,74.9,211,1214,4.0,4.0,3.6,4.1,4.0,4.2,TVアニメ動画,1971年秋アニメ,東京ムービー,山田康雄、納谷悟朗、小林清志、二階堂有希子、大塚周夫
713,この音とまれ！（TVアニメ動画）,74.9,321,1147,3.7,3.7,3.6,3.7,3.8,3.7,TVアニメ動画,2019年春アニメ,プラチナビジョン,内田雄馬、榎木淳弥、種﨑敦美、細谷佳正、石谷春貴、古川慎、井口祐一、松本沙羅、浪川大輔、蒼井翔太
714,銀河英雄伝説 外伝（OVA）,74.9,131,707,4.1,4.2,3.7,4.1,4.0,4.3,OVA,1998年2月1日,ja.wikipedia.org/wiki/%E9%8A%80%E6%B2%B3%E8%8B%B1%E9%9B%84%E4%BC%9D%E8%AA%AC#...,
715,劇場版総集編 メイドインアビス【後編】放浪する黄昏（アニメ映画）,74.9,60,431,4.0,4.0,4.0,3.9,3.9,4.0,アニメ映画,2019年1月18日,キネマシトラス,富田美憂、伊瀬茉莉也、井澤詩織、大原さやか、豊崎愛生、田村睦心、沼倉愛美、塙愛美、村田太志、坂本真綾
716,ニセコイ：（TVアニメ動画）,74.8,1181,7696,3.8,3.5,3.8,3.9,3.7,3.9,TVアニメ動画,2015年春アニメ,シャフト,内山昂輝、東山奈央、花澤香菜、小松未可子、阿澄佳奈、内山夕実、佐倉綾音、小岩井ことり、沼倉愛美、梶裕貴、子安武人、豊口めぐみ
717,山田くんと7人の魔女（TVアニメ動画）,74.8,1190,7027,3.7,3.6,3.7,3.8,3.7,3.8,TVアニメ動画,2015年春アニメ,ライデンフィルム,逢坂良太、早見沙織、増田俊樹、内田真礼、佐々木寿治、喜多村英梨、小野大輔、福山潤、花澤香菜、牧野由依、タカオユキ、悠木碧、田澤茉純、立花慎之介、杉田智和、小野友樹
718,セキレイ Pure Engagement（TVアニメ動画）,74.8,862,6010,3.7,3.7,3.7,3.8,3.5,3.9,TVアニメ動画,2010年夏アニメ,www.sekirei-tv.com/,
719,シドニアの騎士 第九惑星戦役（TVアニメ動画）,74.8,809,4349,4.0,4.0,4.1,3.9,3.9,4.0,TVアニメ動画,2015年春アニメ,ポリゴン・ピクチュアズ,逢坂良太、洲崎綾、豊崎愛生、櫻井孝宏、佐倉綾音、金元寿子、喜多村英梨、大原さやか、坪井智浩、子安武人、新井里美、田中敦子、本田貴子、鳥海浩輔、阪脩
720,劇場版 マクロスF[フロンティア] 恋離飛翼〜サヨナラノツバサ〜（アニメ映画）,74.8,740,4349,4.1,3.9,4.2,4.0,4.5,4.1,アニメ映画,2011年2月26日,サテライト,
721,彼氏彼女の事情（TVアニメ動画）,74.8,581,3526,3.8,3.9,3.5,3.7,3.7,4.0,TVアニメ動画,1998年秋アニメ,GAINAX / J.C.STAFF,榎本温子、鈴木千尋、野田順子、私市淳、新谷真弓、草尾毅、小山裕香、渡辺由紀、山本麻里安
722,ゼロから始める魔法の書（TVアニメ動画）,74.8,671,3466,3.4,3.4,3.4,3.5,3.4,3.5,TVアニメ動画,2017年春アニメ,WHITE FOX,花守ゆみり、小山剛志、大地葉、加藤将之、子安武人
723,異種族レビュアーズ（TVアニメ動画）,74.8,359,1480,3.6,3.5,3.6,3.8,3.5,3.7,TVアニメ動画,2020年冬アニメ,パッショーネ,間島淳司、小林裕介、富田美憂、湯浅かえで、M・A・O、小山百代、礒部花凜、日野まり、松嵜麗、日笠陽子、加藤祐梨、貫井柚佳、小市眞琴、井澤詩織、田中貴子、高森奈津美、八百屋杏
724,衛宮さんちの今日のごはん（Webアニメ）,74.9,233,1273,3.9,3.7,4.0,3.9,3.7,4.1,Webアニメ,2018年1月25日,ufotable,杉山紀彰、川澄綾子、植田佳奈、下屋則子、浅川悠、門脇舞以、伊藤美紀
725,ヤマノススメ　サードシーズン（TVアニメ動画）,74.8,330,1268,3.8,3.6,3.8,3.9,3.7,3.9,TVアニメ動画,2018年夏アニメ,エイトビット,井口裕香、阿澄佳奈、日笠陽子、小倉唯、東山奈央、牧野由依、儀武ゆう子、七瀬彩夏、高尾奏音、山本亜衣
726,ご注文はうさぎですか？？ ～Dear My Sister～（アニメ映画）,74.8,243,1166,4.0,3.7,4.0,4.1,3.8,4.2,アニメ映画,2017年11月11日,,佐倉綾音、水瀬いのり、種田梨沙、佐藤聡美、内田真礼、徳井青空、村川梨衣、茅野愛衣、早見沙織、速水奨
727,ブラックジャック OVA版（OVA）,74.8,102,625,4.1,4.2,4.1,4.2,3.7,4.2,OVA,1993年12月21日,ja.wikipedia.org/wiki/%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%83%BB%E3%82%B8%...,
728,東京喰種√A（TVアニメ動画）,74.7,1463,8362,3.7,3.5,3.7,3.8,3.6,3.7,TVアニメ動画,2015年冬アニメ,ぴえろ,花江夏樹、雨宮天、宮野真守、菅生隆之、諸星すみれ、浅沼晋太郎、梶裕貴、小西克幸、釘宮理恵、豊永利行、遊佐浩二、下野紘、悠木碧、戸松遥、井上和彦、瀬戸麻沙美、近藤孝行
729,空の境界 第三章 痛覚残留[ツウカクザンリュウ]（アニメ映画）,74.7,712,4159,4.1,4.0,4.3,4.0,4.0,4.1,アニメ映画,2008年2月9日,ufotable,坂本真綾、鈴村健一、本田貴子、藤村歩、能登麻美子
730,ダンジョンに出会いを求めるのは間違っているだろうか外伝 ソード・オラトリア（TVアニメ動画）,74.7,642,3480,3.5,3.4,3.6,3.6,3.4,3.6,TVアニメ動画,2017年春アニメ,J.C.STAFF,大西沙織、木村珠莉、村川梨衣、高橋未奈美
731,転生したらスライムだった件(第2期)（TVアニメ動画）,74.7,318,1610,3.6,3.6,3.6,3.6,3.5,3.7,TVアニメ動画,2021年冬アニメ,エイトビット,岡咲美保、豊口めぐみ、前野智昭、古川慎、千本木彩花、M・A・O、江口拓也、大塚芳忠、山本兼平、泊明日菜、小林親弘、山口太郎、福島潤、田中理恵、日高里菜、春野杏、櫻井孝宏
732,上野さんは不器用（TVアニメ動画）,74.8,362,1548,3.5,3.4,3.4,3.6,3.4,3.7,TVアニメ動画,2019年冬アニメ,レスプリ,芹澤優、田中あいみ、影山灯、大森日雅、伊藤美来、井澤詩織、戸松遥、佐藤利奈、竹達彩奈、井口裕香
733,僕のヒーローアカデミア（第4期）（TVアニメ動画）,74.7,216,1138,3.9,3.9,3.9,3.8,3.8,3.9,TVアニメ動画,2019年秋アニメ,ボンズ,山下大輝、三宅健太、岡本信彦、佐倉綾音、石川界人、梶裕貴、増田俊樹、悠木碧、井上麻里奈、新垣樽助、上村祐翔、安野希世乃、三木眞一郎、津田健次郎
734,プリンセスコネクト！Re：Dive（TVアニメ動画）,74.7,306,1023,3.7,3.4,3.9,3.8,3.6,3.9,TVアニメ動画,2020年春アニメ,CygamesPictures,M・A・O、伊藤美来、立花理香、阿部敦、高橋李依、沢城みゆき、洲崎綾、日高里菜、諸星すみれ、小倉唯
735,ペンギン・ハイウェイ（アニメ映画）,74.8,213,1016,3.9,3.8,4.2,3.7,3.7,3.9,アニメ映画,2018年8月17日,スタジオコロリド,北香那、蒼井優、釘宮理恵、潘めぐみ、福井美樹、能登麻美子、久野美咲、西島秀俊、竹中直人
736,BEASTARS(第2期)（TVアニメ動画）,74.6,122,476,3.9,3.8,4.0,3.8,4.0,3.9,TVアニメ動画,2021年冬アニメ,オレンジ,小林親弘、千本木彩花、小野友樹、種﨑敦美、榎木淳弥、内田雄馬、大塚剛央、小林直人、下妻由幸、岡本信彦、落合福嗣、虎島貴明、渡部紗弓、室元気、井口祐一、原優子、兼政郁人、大内茜、山村響、あんどうさくら、梶裕貴、大塚明夫、星野充昭、堀内賢雄、楠大典、木村昴
737,トリニティセブン（TVアニメ動画）,74.6,1288,8519,3.6,3.4,3.6,3.7,3.6,3.7,TVアニメ動画,2014年秋アニメ,セブン,松岡禎丞、原由実、諏訪彩花、内田彩、佐倉綾音、日笠陽子、柚木涼香、村川梨衣、東山奈央、洲崎綾、釘宮理恵、三木眞一郎、赤﨑千夏、福原綾香、山下七海
738,咲-Saki- 全国編（TVアニメ動画）,74.6,1161,6375,3.8,3.7,3.8,3.9,3.6,4.0,TVアニメ動画,2014年冬アニメ,,
739,恋愛ラボ-LOVE LAB-（TVアニメ動画）,74.6,1277,6024,3.7,3.7,3.8,3.8,3.6,3.9,TVアニメ動画,2013年夏アニメ,,
740,ジョジョの奇妙な冒険 スターダストクルセイダース エジプト編（TVアニメ動画）,74.6,682,4060,4.1,4.1,4.0,4.2,3.9,4.2,TVアニメ動画,2015年冬アニメ,デイヴィッドプロダクション,小野大輔、石塚運昇、三宅健太、平川大輔、小松史法、福圓美里、子安武人、大川透
